"Name","Chromosome","Region","Identifier","IL4_B_S8_L001 (trimmed, grouped on mature) - Total counts","IL4_B_S8_L001 (trimmed, grouped on mature) - RPKM","IL4_B_S8_L001 (trimmed, grouped on mature) - TPM","IL4_B_S8_L001 (trimmed, grouped on mature) - CPM","IL4_A_S7_L001 (trimmed, grouped on mature) - Total counts","IL4_A_S7_L001 (trimmed, grouped on mature) - RPKM","IL4_A_S7_L001 (trimmed, grouped on mature) - TPM","IL4_A_S7_L001 (trimmed, grouped on mature) - CPM","IL4_C_S9_L001 (trimmed, grouped on mature) - Total counts","IL4_C_S9_L001 (trimmed, grouped on mature) - RPKM","IL4_C_S9_L001 (trimmed, grouped on mature) - TPM","IL4_C_S9_L001 (trimmed, grouped on mature) - CPM","IL13_C_S6_L001 (trimmed, grouped on mature) - Total counts","IL13_C_S6_L001 (trimmed, grouped on mature) - RPKM","IL13_C_S6_L001 (trimmed, grouped on mature) - TPM","IL13_C_S6_L001 (trimmed, grouped on mature) - CPM","IL13_A_S4_L001 (trimmed, grouped on mature) - Total counts","IL13_A_S4_L001 (trimmed, grouped on mature) - RPKM","IL13_A_S4_L001 (trimmed, grouped on mature) - TPM","IL13_A_S4_L001 (trimmed, grouped on mature) - CPM","IL13_B_S5_L001 (trimmed, grouped on mature) - Total counts","IL13_B_S5_L001 (trimmed, grouped on mature) - RPKM","IL13_B_S5_L001 (trimmed, grouped on mature) - TPM","IL13_B_S5_L001 (trimmed, grouped on mature) - CPM","V_A_S1_L001 (trimmed, grouped on mature) - Total counts","V_A_S1_L001 (trimmed, grouped on mature) - RPKM","V_A_S1_L001 (trimmed, grouped on mature) - TPM","V_A_S1_L001 (trimmed, grouped on mature) - CPM","V_B_S2_L001 (trimmed, grouped on mature) - Total counts","V_B_S2_L001 (trimmed, grouped on mature) - RPKM","V_B_S2_L001 (trimmed, grouped on mature) - TPM","V_B_S2_L001 (trimmed, grouped on mature) - CPM","V_C_S3_L001 (trimmed, grouped on mature) - Total counts","V_C_S3_L001 (trimmed, grouped on mature) - RPKM","V_C_S3_L001 (trimmed, grouped on mature) - TPM","V_C_S3_L001 (trimmed, grouped on mature) - CPM"
"hsa-miR-664a-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006442","3","NaN","NaN","6.8935483913","2","NaN","NaN","2.6577177714","9","NaN","NaN","15.6948391797","7","NaN","NaN","7.6233653564","4","NaN","NaN","3.9913121495","11","NaN","NaN","14.1206203952","3","NaN","NaN","4.562413117","5","NaN","NaN","7.2380213336","18","NaN","NaN","14.3100800523"
"hsa-miR-4646-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017273","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6506-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022218","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6860","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022707","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-378g","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016761","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4667-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017297","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-637","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003652","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6861-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022708","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-20b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0001519","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6773-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022618","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-367-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000775","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-302a-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000738","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-600","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003613","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-412-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0002464","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-635","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003650","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6774-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022619","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-643","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003658","1","NaN","NaN","2.2978494638","1","NaN","NaN","1.3288588857","1","NaN","NaN","1.74387102","2","NaN","NaN","2.1781043875","1","NaN","NaN","0.9978280374","2","NaN","NaN","2.5673855264","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","4","NaN","NaN","3.1800177894"
"hsa-miR-302b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000772","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-302d-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000774","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3124-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014140","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-5681a","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0019281","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6730-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022575","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4680-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017312","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3185","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014227","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-10522-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0033668","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4699-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017332","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1252-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006434","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-605-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003618","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4493","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016855","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-7515","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0024354","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3179","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014213","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-548ao-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017871","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-548ax","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0019286","0","NaN","NaN","0","1","NaN","NaN","1.3288588857","1","NaN","NaN","1.74387102","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-4795-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017442","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-10393-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0033417","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-219b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017299","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-219a-2-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000740","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-642a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003657","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","2","NaN","NaN","2.5673855264","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-642b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016685","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3117-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014130","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4645-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017272","0","NaN","NaN","0","2","NaN","NaN","2.6577177714","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3913-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016417","1","NaN","NaN","2.2978494638","2","NaN","NaN","2.6577177714","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","2","NaN","NaN","2.5673855264","0","NaN","NaN","0","2","NaN","NaN","2.8952085334","1","NaN","NaN","0.7950044474"
"hsa-miR-591","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003603","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4725-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017362","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-504-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003189","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.1781043875","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-631","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003645","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6855-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022701","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4513","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016879","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-617","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003631","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1253","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006387","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6088","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0020365","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4708-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017341","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-5186","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0018165","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4468","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016819","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3670","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016071","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3160-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014189","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4487","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016848","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-27b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000440","6","NaN","NaN","13.7870967825","7","NaN","NaN","9.3020122","8","NaN","NaN","13.9509681597","17","NaN","NaN","18.5138872941","22","NaN","NaN","21.9522168221","15","NaN","NaN","19.2553914479","10","NaN","NaN","15.2080437234","12","NaN","NaN","17.3712512006","12","NaN","NaN","9.5400533682"
"hsa-miR-4751","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017390","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1185-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003821","4","NaN","NaN","9.191397855","15","NaN","NaN","19.9328832858","5","NaN","NaN","8.7193550998","14","NaN","NaN","15.2467307128","15","NaN","NaN","14.9674205605","24","NaN","NaN","30.8086263167","4","NaN","NaN","6.0832174893","5","NaN","NaN","7.2380213336","20","NaN","NaN","15.900088947"
"hsa-miR-6884-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022731","0","NaN","NaN","0","3","NaN","NaN","3.9865766572","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-485-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0002469","1","NaN","NaN","2.2978494638","6","NaN","NaN","7.9731533143","8","NaN","NaN","13.9509681597","13","NaN","NaN","14.1576785191","10","NaN","NaN","9.9782803737","5","NaN","NaN","6.418463816","12","NaN","NaN","18.249652468","13","NaN","NaN","18.8188554673","9","NaN","NaN","7.1550400262"
"hsa-miR-3188","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014232","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4458","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016804","1","NaN","NaN","2.2978494638","1","NaN","NaN","1.3288588857","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","3","NaN","NaN","3.8510782896","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.5900088947"
"hsa-let-7d-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000065","1066","NaN","NaN","2449.5075283616","2145","NaN","NaN","2850.4023098659","1514","NaN","NaN","2640.2207242291","3192","NaN","NaN","3476.254602525","2907","NaN","NaN","2900.6861046318","2307","NaN","NaN","2961.4792046931","2266","NaN","NaN","3446.1427077115","2078","NaN","NaN","3008.1216662361","4315","NaN","NaN","3430.444190317"
"hsa-miR-202-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003130","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-655-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003677","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-377-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000785","5","NaN","NaN","11.4892473188","3","NaN","NaN","3.9865766572","0","NaN","NaN","0","3","NaN","NaN","3.2671565813","1","NaN","NaN","0.9978280374","3","NaN","NaN","3.8510782896","2","NaN","NaN","3.0416087447","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-4785","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017430","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","2","NaN","NaN","1.5900088947"
"hsa-miR-924","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005716","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4424","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016763","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.4476042667","0","NaN","NaN","0"
"hsa-miR-219a-1-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000296","0","NaN","NaN","0","1","NaN","NaN","1.3288588857","1","NaN","NaN","1.74387102","2","NaN","NaN","2.1781043875","0","NaN","NaN","0","4","NaN","NaN","5.1347710528","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-3145-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014170","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-383-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000791","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-369-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000777","26","NaN","NaN","59.7440860576","89","NaN","NaN","118.2684408289","68","NaN","NaN","118.5832293577","65","NaN","NaN","70.7883925953","114","NaN","NaN","113.7523962601","92","NaN","NaN","118.099734214","117","NaN","NaN","177.9341115632","101","NaN","NaN","146.2080309383","143","NaN","NaN","113.6856359711"
"hsa-miR-3171","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014202","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
