"Name","Chromosome","Region","Identifier","IL4_B_S8_L001 (trimmed, grouped on mature) - Total counts","IL4_B_S8_L001 (trimmed, grouped on mature) - RPKM","IL4_B_S8_L001 (trimmed, grouped on mature) - TPM","IL4_B_S8_L001 (trimmed, grouped on mature) - CPM","IL4_A_S7_L001 (trimmed, grouped on mature) - Total counts","IL4_A_S7_L001 (trimmed, grouped on mature) - RPKM","IL4_A_S7_L001 (trimmed, grouped on mature) - TPM","IL4_A_S7_L001 (trimmed, grouped on mature) - CPM","IL4_C_S9_L001 (trimmed, grouped on mature) - Total counts","IL4_C_S9_L001 (trimmed, grouped on mature) - RPKM","IL4_C_S9_L001 (trimmed, grouped on mature) - TPM","IL4_C_S9_L001 (trimmed, grouped on mature) - CPM","IL13_C_S6_L001 (trimmed, grouped on mature) - Total counts","IL13_C_S6_L001 (trimmed, grouped on mature) - RPKM","IL13_C_S6_L001 (trimmed, grouped on mature) - TPM","IL13_C_S6_L001 (trimmed, grouped on mature) - CPM","IL13_A_S4_L001 (trimmed, grouped on mature) - Total counts","IL13_A_S4_L001 (trimmed, grouped on mature) - RPKM","IL13_A_S4_L001 (trimmed, grouped on mature) - TPM","IL13_A_S4_L001 (trimmed, grouped on mature) - CPM","IL13_B_S5_L001 (trimmed, grouped on mature) - Total counts","IL13_B_S5_L001 (trimmed, grouped on mature) - RPKM","IL13_B_S5_L001 (trimmed, grouped on mature) - TPM","IL13_B_S5_L001 (trimmed, grouped on mature) - CPM","V_A_S1_L001 (trimmed, grouped on mature) - Total counts","V_A_S1_L001 (trimmed, grouped on mature) - RPKM","V_A_S1_L001 (trimmed, grouped on mature) - TPM","V_A_S1_L001 (trimmed, grouped on mature) - CPM","V_B_S2_L001 (trimmed, grouped on mature) - Total counts","V_B_S2_L001 (trimmed, grouped on mature) - RPKM","V_B_S2_L001 (trimmed, grouped on mature) - TPM","V_B_S2_L001 (trimmed, grouped on mature) - CPM","V_C_S3_L001 (trimmed, grouped on mature) - Total counts","V_C_S3_L001 (trimmed, grouped on mature) - RPKM","V_C_S3_L001 (trimmed, grouped on mature) - TPM","V_C_S3_L001 (trimmed, grouped on mature) - CPM"
"hsa-miR-1226-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006313","9","NaN","NaN","20.6806451738","19","NaN","NaN","25.2483188286","11","NaN","NaN","19.1825812196","19","NaN","NaN","20.6919916817","29","NaN","NaN","28.9370130837","12","NaN","NaN","15.4043131584","12","NaN","NaN","18.249652468","6","NaN","NaN","8.6856256003","29","NaN","NaN","23.0551289732"
"hsa-miR-3620-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016011","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","4","NaN","NaN","3.9913121495","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3622a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016013","6","NaN","NaN","13.7870967825","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","2","NaN","NaN","2.8952085334","3","NaN","NaN","2.3850133421"
"hsa-miR-3622b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016014","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6765-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022610","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3186-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014229","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-11401","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0036560","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4999-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017865","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-483-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0002467","104","NaN","NaN","238.9763442304","182","NaN","NaN","241.8523172007","164","NaN","NaN","285.9948472745","286","NaN","NaN","311.4689274192","297","NaN","NaN","296.3549270986","243","NaN","NaN","311.9373414566","175","NaN","NaN","266.1407651587","193","NaN","NaN","279.3876234762","407","NaN","NaN","323.5668100716"
"hsa-miR-4639-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017266","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1208","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006341","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-589-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003599","1","NaN","NaN","2.2978494638","8","NaN","NaN","10.6308710857","1","NaN","NaN","1.74387102","2","NaN","NaN","2.1781043875","8","NaN","NaN","7.982624299","10","NaN","NaN","12.836927632","7","NaN","NaN","10.6456306063","9","NaN","NaN","13.0284384004","12","NaN","NaN","9.5400533682"
"hsa-miR-1245b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017431","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-545-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003516","1","NaN","NaN","2.2978494638","4","NaN","NaN","5.3154355429","2","NaN","NaN","3.4877420399","6","NaN","NaN","6.5343131626","3","NaN","NaN","2.9934841121","3","NaN","NaN","3.8510782896","7","NaN","NaN","10.6456306063","7","NaN","NaN","10.133229867","4","NaN","NaN","3.1800177894"
"hsa-miR-3065-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014228","1","NaN","NaN","2.2978494638","4","NaN","NaN","5.3154355429","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","4","NaN","NaN","5.1347710528","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.5900088947"
"hsa-miR-3619-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016009","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-7157-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0023617","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-5690","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0019295","4","NaN","NaN","9.191397855","3","NaN","NaN","3.9865766572","4","NaN","NaN","6.9754840799","3","NaN","NaN","3.2671565813","5","NaN","NaN","4.9891401868","1","NaN","NaN","1.2836927632","2","NaN","NaN","3.0416087447","3","NaN","NaN","4.3428128001","7","NaN","NaN","5.5650311315"
"hsa-miR-6736-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022581","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.74387102","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1207-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006340","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-5000-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017866","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.9956560747","0","NaN","NaN","0","3","NaN","NaN","4.562413117","2","NaN","NaN","2.8952085334","1","NaN","NaN","0.7950044474"
"hsa-miR-4742-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017380","1","NaN","NaN","2.2978494638","1","NaN","NaN","1.3288588857","1","NaN","NaN","1.74387102","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4692","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017325","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1972","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0009982","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4650-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017277","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-484","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0002468","14","NaN","NaN","32.1698924926","24","NaN","NaN","31.8926132572","21","NaN","NaN","36.6212914193","21","NaN","NaN","22.8700960692","29","NaN","NaN","28.9370130837","11","NaN","NaN","14.1206203952","33","NaN","NaN","50.1865442871","21","NaN","NaN","30.399689601","17","NaN","NaN","13.515075605"
"hsa-miR-4270","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015878","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6823-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022668","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","5","NaN","NaN","7.2380213336","0","NaN","NaN","0"
"hsa-miR-3934-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016590","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.1781043875","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-545-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003516","8","NaN","NaN","18.38279571","4","NaN","NaN","5.3154355429","2","NaN","NaN","3.4877420399","5","NaN","NaN","5.4452609689","2","NaN","NaN","1.9956560747","12","NaN","NaN","15.4043131584","3","NaN","NaN","4.562413117","0","NaN","NaN","0","8","NaN","NaN","6.3600355788"
"hsa-miR-4704-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017337","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-148a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000253","307","NaN","NaN","705.4397853724","549","NaN","NaN","729.5435282594","667","NaN","NaN","1163.1619703176","566","NaN","NaN","616.4035416758","794","NaN","NaN","792.275461671","642","NaN","NaN","824.1307539718","843","NaN","NaN","1282.0380858785","914","NaN","NaN","1323.1102997785","793","NaN","NaN","630.4385267489"
"hsa-miR-148b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000811","1034","NaN","NaN","2375.9763455215","1753","NaN","NaN","2329.4896266643","1321","NaN","NaN","2303.6536173755","2324","NaN","NaN","2530.9572983296","2406","NaN","NaN","2400.7742579099","1924","NaN","NaN","2469.824876389","1702","NaN","NaN","2588.4090417144","1588","NaN","NaN","2298.7955755452","3446","NaN","NaN","2739.5853255695"
"hsa-miR-152-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000462","1456","NaN","NaN","3345.6688192256","2469","NaN","NaN","3280.9525888386","1867","NaN","NaN","3255.8071942772","3198","NaN","NaN","3482.7889156877","3456","NaN","NaN","3448.4936971474","2618","NaN","NaN","3360.707654047","2035","NaN","NaN","3094.836897702","2230","NaN","NaN","3228.1575147769","4454","NaN","NaN","3540.9498084987"
"hsa-miR-6733-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022578","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","3.4877420399","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.4476042667","0","NaN","NaN","0"
"hsa-miR-584-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003591","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-103b","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0007261","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1279","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006426","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6729-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022574","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-5196-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0018175","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4528","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016895","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4729","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017366","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-153-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000464","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6777-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022622","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","2.8952085334","0","NaN","NaN","0"
"hsa-miR-338-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000814","0","NaN","NaN","0","1","NaN","NaN","1.3288588857","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.9956560747","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","1","NaN","NaN","1.4476042667","6","NaN","NaN","4.7700266841"
"hsa-miR-4267","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015871","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4673","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017304","0","NaN","NaN","0","1","NaN","NaN","1.3288588857","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-7113-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022964","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4712-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017346","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.5900088947"
"hsa-miR-770-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005118","0","NaN","NaN","0","2","NaN","NaN","2.6577177714","1","NaN","NaN","1.74387102","3","NaN","NaN","3.2671565813","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-1825","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0008193","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4716-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017350","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-885-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005560","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6814-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022659","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-662","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003670","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4301","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015828","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6764-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022609","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-6793-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022638","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-361-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000760","175","NaN","NaN","402.1236561569","278","NaN","NaN","369.4227702297","205","NaN","NaN","357.4935590931","376","NaN","NaN","409.4836248588","357","NaN","NaN","356.2246093408","308","NaN","NaN","395.3773710644","185","NaN","NaN","281.348808882","242","NaN","NaN","350.3202325453","505","NaN","NaN","401.477245912"
"hsa-miR-6887-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022734","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6810-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022655","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6756-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022601","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3127-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014144","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","5","NaN","NaN","6.418463816","2","NaN","NaN","3.0416087447","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3162-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014192","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4667-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017297","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6803-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022648","1","NaN","NaN","2.2978494638","3","NaN","NaN","3.9865766572","4","NaN","NaN","6.9754840799","2","NaN","NaN","2.1781043875","8","NaN","NaN","7.982624299","4","NaN","NaN","5.1347710528","0","NaN","NaN","0","2","NaN","NaN","2.8952085334","4","NaN","NaN","3.1800177894"
"hsa-miR-6892-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022739","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-125b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000446","36183","NaN","NaN","83143.087147005","60850","NaN","NaN","80861.0631959616","48354","NaN","NaN","84323.1392994528","64715","NaN","NaN","70478.0127200526","82890","NaN","NaN","82709.9660175207","62551","NaN","NaN","80296.2660306702","43229","NaN","NaN","65742.8522116763","56057","NaN","NaN","81148.3523793047","94006","NaN","NaN","74735.1880776214"
"hsa-miR-125a-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000469","10780","NaN","NaN","24770.8172192663","19561","NaN","NaN","25993.8086635366","14192","NaN","NaN","24749.0175153624","31384","NaN","NaN","34178.8140493878","26747","NaN","NaN","26688.90651551","21388","NaN","NaN","27455.6208192351","16409","NaN","NaN","24954.8789456475","18679","NaN","NaN","27039.8000979901","44673","NaN","NaN","35515.2336764843"
"hsa-miR-4319","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015848","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6752-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022597","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4308","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015839","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-339-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000815","176","NaN","NaN","404.4215056207","270","NaN","NaN","358.791899144","222","NaN","NaN","387.1393664325","365","NaN","NaN","397.5040507273","343","NaN","NaN","342.2550168176","291","NaN","NaN","373.55459409","258","NaN","NaN","392.3675280625","289","NaN","NaN","418.357633081","390","NaN","NaN","310.0517344667"
"hsa-miR-5088-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017977","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
